Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),22:50,03:55,05h 05m,600,3.6,9 Seats available,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,04:45,06h 15m,569,3.4,17 Seats available,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
HRTC - 749,Ordinary 3+2 Non AC Seater,18:00,05:30,11h 30m,637,4.2,33 Seats available,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,18:30,04:30,10h 00m,1148,4.1,23 Seats available,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 750,A/C Executive (2+3),18:40,06:00,11h 20m,736,4.6,41 Seats available,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 1107,Ordinary 3+2 Non AC Seater,18:50,04:15,09h 25m,600,3.6,35 Seats available,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,04:50,11h 50m,569,4.3,9 Seats available,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),17:30,05:15,11h 45m,749,4.4,7 Seats available,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,06:30,11h 00m,664,4.1,23 Seats available,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:00,06:00,10h 00m,664,4.5,31 Seats available,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:30,03:30,06h 00m,400,3.0,3 Seats available,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Himalayan Travels,NON AC Seater / Sleeper 2+1,23:40,04:00,04h 20m,500,2.1,1 Seat available,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,00:00,04h 00m,500,3.7,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Himalayan Travels,NON AC Seater / Sleeper 2+1,20:30,02:30,06h 00m,500,1.0,25 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,01:00,04h 30m,550,4.2,2 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
KIRAN TRAVELS,A/C Seater (2+1),20:40,00:30,03h 50m,600,3.1,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
DESTINY TRAVELS,NON A/C Seater (2+1),17:45,21:50,28h 05m,360,2.3,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,350,2.4,39 Seats available,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,350,2.2,29 Seats available,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
SREE CHAITANYA,Non AC Seater (2+2),17:30,23:00,05h 30m,300,,,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,21:30,04h 00m,513,5.0,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,495,4.2,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:15,03h 45m,500,3.1,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,00:15,04h 20m,540,5.0,8 Seats available,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Murugan RC Travels,Non AC Seater (2+1),18:55,23:00,28h 05m,490,2.8,20 Seats available,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,585,3.3,1 Seat available,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,05:00,07h 30m,600,2.7,2 Seats available,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
DESTINY TRAVELS,NON A/C Seater (2+1),20:20,23:45,27h 25m,419,5.0,31 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,01:00,05h 00m,550,4.1,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,02:15,05h 45m,600,4.0,2 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Maharathi Travels(UNDER ASTC),NON A/C Seater (2+1),20:55,03:30,06h 35m,475,3.8,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Chartered Bus - ASTC,AC Seater (2+2),20:00,00:30,04h 30m,918.33,4.0,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,500,3.5,2 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,00:15,05h 45m,567,3.8,4 Seats available,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,00:30,05h 30m,500,4.7,7 Seats available,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Maharathi Travels(UNDER ASTC),NON A/C Seater (2+1),20:55,04:00,07h 05m,475,4.4,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
KIRAN TRAVELS,A/C Seater (2+1),20:40,05:00,08h 20m,600,3.8,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,03:15,06h 45m,600,3.6,2 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
Chartered Bus - ASTC,AC Seater (2+2),20:00,02:30,06h 30m,918.33,5.0,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
BAIKUNTHA TRAVELS (UNDER ASTC),A/C Seater/Sleeper (2+1),20:00,23:15,03h 15m,539,3.1,,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
Chartered Bus - ASTC,AC Seater (2+2),23:30,05:30,06h 00m,540.21,5.0,20 Seats available,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,03:30,07h 30m,450,2.5,3 Seats available,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,01:00,05h 20m,400,3.3,2 Seats available,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:15,02:00,04h 45m,400,3.7,13 Seats available,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),23:00,06:00,07h 00m,481,4.7,8 Seats available,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,620,4.7,8 Seats available,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
KIRAN TRAVELS,A/C Seater (2+1),22:50,07:30,08h 40m,540,4.3,6 Seats available,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),22:30,06:15,07h 45m,481,4.6,5 Seats available,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
,,,,,,,,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Chartered Bus - ASTC,AC Seater (2+2),20:15,05:30,09h 15m,540.21,5.0,19 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),20:30,05:30,09h 00m,550,4.2,16 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:00,06:15,09h 15m,750,4.2,12 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
AdYatra Travels,NON A/C Seater (2+1),20:40,06:15,09h 35m,569,4.0,5 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
,,,,,,,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,North Lakhimpur to Guwahati
Deep Travels,Non AC Seater (2+1),17:45,04:30,10h 45m,599,4.2,3 Seats available,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,600,3.1,2 Seats available,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Drishti Travels,NON A/C Seater (2+1),18:30,02:30,08h 00m,450,4.3,15 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Yatra Travels,NON AC Seater/ Sleeper (2+1),19:45,05:00,09h 15m,525,3.5,7 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
MAHARATHI TRANSPORT,NON A/C Seater (2+1),20:20,03:00,06h 40m,495,3.0,12 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,04:30,08h 00m,525,4.5,7 Seats available,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
,,,,,,,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,North Lakhimpur to Nagaon (Assam)
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,05:00,09h 20m,600,3.3,2 Seats available,https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali,Dibrugarh to Biswanath Charali
Zimindara Travels,AC Sleeper (2+1),20:30,00:30,04h 00m,699,4.1,23 Seats available,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:40,23:30,02h 50m,899,3.7,,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
Om Sidh Express,Volvo A/C Semi Sleeper (2+2),20:20,23:00,02h 40m,934,3.5,,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
City Land Travels,A/C Seater/Sleeper (2+1),22:20,00:20,02h 00m,600,3.5,29 Seats available,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),23:18,01:53,02h 35m,1141.9,3.0,38 Seats available,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
HRTC - 6639,Himsuta AC Seater Volvo/Scania 2+2,22:00,03:30,05h 30m,548,2.4,28 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),17:25,21:55,04h 30m,285,3.4,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),17:30,22:55,05h 25m,285,4.2,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
AdKhurana Bus Service,Volvo A/C (2+2),21:10,02:40,05h 30m,300,3.5,7 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:30,23:30,06h 00m,270,4.7,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),17:30,22:35,05h 05m,285,3.9,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,Bharat Benz A/C Sleeper (2+1),17:45,23:05,05h 20m,1002.68,3.9,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Jujhar Travels,Mercedes Benz A/C (2+2),18:50,20:50,02h 00m,300,3.8,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Shree Mahaveer Travels Jaipur,VE A/C Seater / Sleeper (2+1),19:15,22:35,03h 20m,799,3.6,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,00:20,03h 20m,674,3.3,3 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:05,23:55,00h 50m,744,3.8,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:05,23:57,00h 52m,744,3.8,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Deltin Travels,A/C Seater / Sleeper (2+1),23:45,01:10,01h 25m,599,4.1,32 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Deltin Travels,A/C Seater / Sleeper (2+1),23:30,00:55,01h 25m,599,4.1,32 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),23:40,23:59,00h 19m,786,3.1,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Everest Holidays,Volvo A/C Semi Sleeper (2+2),23:15,23:59,00h 44m,874,3.4,,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),23:40,01:10,01h 30m,786,3.1,32 Seats available,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Shree Mahaveer Travels Jaipur,VE A/C Seater / Sleeper (2+1),22:00,00:35,02h 35m,799,5.0,13 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,00:20,02h 50m,549,3.5,27 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,02:00,02h 30m,584,3.5,3 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),23:58,03:33,03h 35m,786,3.1,32 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),17:25,20:00,02h 35m,300,4.8,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),17:55,20:00,02h 05m,295,3.2,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),18:20,20:20,02h 00m,300,3.6,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),21:12,23:22,02h 10m,350,3.2,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),21:52,23:22,01h 30m,250,4.0,,https://www.redbus.in/bus-tickets/chandigarh-to-ludhiana,Chandigarh to Ludhiana
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,499,4.6,5 Seats available,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,600,4.1,6 Seats available,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,02:05,04h 00m,585,4.8,5 Seats available,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,,22:00,03:10,05h 10m,,5.0,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165938,HVAC Seater (2+3),20:00,05:45,09h 45m,634.7,4.0,43 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,01:00,06h 45m,362,4.8,36 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
New Pal Travels,A/C Sleeper (2+1),19:30,02:30,07h 00m,450,5.0,10 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
Jamna Travels-Jammu,AshokLeyland Stile A/C,20:30,01:30,05h 00m,495,3.1,17 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
Baru travels,A/C Seater / Sleeper (2+2),20:45,02:00,05h 15m,450,3.4,42 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
Harikesh Tour N Travels,A/C Sleeper (2+1),21:00,02:00,05h 00m,468,4.7,6 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
NueGo,Electric A/C Seater (2+2),18:00,22:55,04h 55m,382,4.0,,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
NueGo,Electric A/C Seater (2+2),19:00,22:55,03h 55m,382,4.1,,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,759,4.4,11 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),23:58,07:30,07h 32m,786,2.5,31 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,Chandigarh to Dehradun
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),17:15,23:30,06h 15m,699,3.3,,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
Om Sidh Express,Volvo A/C Semi Sleeper (2+2),17:30,23:00,05h 30m,468,3.0,,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
NueGo,Electric A/C Seater (2+2),18:00,22:55,04h 55m,382,4.4,,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
NueGo,Electric A/C Seater (2+2),18:00,22:05,04h 05m,382,4.4,,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),18:30,23:50,05h 20m,499,4.8,,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Dehradun to Chandigarh
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,22:50,04:00,05h 10m,871,5.0,18 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
Zimindara Travels,AC Sleeper (2+1),17:25,22:55,05h 30m,584,4.1,,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,02:00,06h 00m,339,4.1,11 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),20:30,01:20,04h 50m,834,4.4,40 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:40,01:30,04h 50m,514,4.6,3 Seats available,https://www.redbus.in/bus-tickets/pathankot-to-chandigarh,Pathankot to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,01:15,05h 45m,499,4.9,5 Seats available,https://www.redbus.in/bus-tickets/sujanpur-to-chandigarh,Sujanpur (himachal pradesh) to Chandigarh
HRTC - 1528,Ordinary 3+2 Non AC Seater,18:40,00:30,05h 50m,381,3.9,33 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
HRTC - 1537,Ordinary 3+2 Non AC Seater,21:00,03:30,06h 30m,354,5.0,25 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
HRTC - 6707,Ordinary 3+2 Non AC Seater,18:30,23:00,04h 30m,242,3.9,,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1729,Ordinary 3+2 Non AC Seater,20:20,01:30,05h 10m,242,3.9,35 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
Chandigarh Transport Undertaking (CTU) - 165825,HVAC Seater (2+3),20:08,05:08,09h 00m,611.4,4.0,46 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-baijnath,Chandigarh to Baijnath
